patient,O95622_N,O95622_C,O95622.2_N,O95622.2_C
49,0,0,1.8852832486687,0.880965680701501
50,0,0,1.83942414902729,1.08340288319785
51,0,0,0.957888926128187,0.397240348997934
52,0,0,1.1514785096395,0.321946870475152
61,0.548802670857706,0.856384670467121,0,0
62,0.965098436729873,16.9814286112842,0,0
63,1.37005142703034,1.65065887976491,0,0
64,1.00061377649236,0.992690479954618,0,0
65,0.945446929174454,1.06563768769736,0,0
66,0.942632811325213,1.11207600266375,0,0
67,0.986928315181199,1.13573285214066,0,0
68,1.63835363364912,1.86642607033146,0,0
89,0,0,2.08484610043971,0.443806526267068
90,0,0,0.973931960194399,0.473145105299699
91,0,0,0.444631798194862,0.408867854663272
92,0,0,1.22654015274242,0.37059523258505
