patient,P06731_N,P06731_C,P06731.2_N,P06731.2_C
1,0,0,1.00447437701861,0.921884511443781
2,0,0,1.15087258106416,1.21686770345039
3,0,0,1.06900001163183,0.918538421870941
4,0,0,0.855765316211281,0.816674615083381
49,0.484214885058517,0.724518119437214,0.650006436509791,0.904413061823869
50,0.435888043537613,0.546345170273566,0.888960670541287,1.04230217267964
51,0.659016035383411,1.04697311661601,0.838782116991909,0.992000848665735
52,0.559390983054549,1.54467064669373,0.7887728198111,1.15031753448301
57,1.47190774193871,5.93950553210811,0,0
58,1.75699405847865,2.07003637215964,0,0
59,1.76881381324511,2.16324916962744,0,0
60,1.90255885291938,2.19779056053894,0,0
81,0.787544118653513,1.05868147554287,0,0
82,1.18330872791623,1.87764100859397,0,0
83,0.926751791632855,1.8905270773653,0,0
84,1.15890536854352,0.883906101817542,0,0
85,2.30726647454227,3.28509299849601,0,0
86,3.02132486036996,4.40026627319762,0,0
87,1.25696107421858,3.63062321681017,0,0
88,1.94186018592337,9.69163929851978,0,0
89,0.564042965995789,1.2407120153399,0,0
90,0.55281520634473,1.09743205722316,0,0
91,0.827225088458926,0.925180686373192,0,0
92,0.761119566644461,1.72283788230222,0,0
97,1.06738350827091,0.907981147880627,0,0
98,0.950508715080801,1.36059298918179,0,0
99,1.00839759966374,0.959383281711596,0,0
100,1.00377400112683,0.964752141134526,0,0
